exhibitor_id,name,booths,hall,description,seeking_funding,funding_amount,investment_stage,revenue,logo_file,featured,tags
001Pp00000IvElRIAV,BENFEI Technology Ltd.,35625,D,"BENFEI designs and manufactures AV Adapters, Cables, Hubs, Data Storage and Charging product. With 20+ million user base, including corporations, AV integrators, education institutions, and IT professionals. Join our Global Distribution network and Explore Partnership Opportunities.",,,,,001Pp00000IvElRIAV.png,,
001Pp00000lCVUoIAO,"Booster Robotics Technology Co., Ltd",8262,A,"We aim to create humanoid robot products, uniting developers globally to drive productivity evolution. We offer developer-friendly humanoid robots and efficient development tools to boost the implementation of embodied AI.",,,,,001Pp00000lCVUoIAO.png,,
001Pp0000141U2xIAE,Broadtrade Technical Inc.,8663,A,"Bevo Company, with 20+ years in NYC, has grown from a leading construction services provider into a smart-building innovator. Since 2003, we’ve specialized in plumbing, sprinklers, electrical, fire alarms, HVAC, and solar panels—now delivering BMS and IoT solutions for residential, commercial, educational, and hospitality spaces.",No,,,,001Pp0000141U2xIAE.jpg,,
0014V00003TjDMvQAN,CatchPad,50759,X,"Combines interactive training hardware with AI powered software to deliver professional grade performance tracking across sports, health, education, and entertainment sectors. Deployed in 40+ countries, we provide real time analytics, digital coaching, and talent identification. Actively seeking distributor partnerships globally.",Yes,250;000-2;000;000,Seed,501;000-1;000;000,0014V00003TjDMvQAN.png,,
0013000001KaMCdAAN,"Chitech Shenzhen Technology Co.,Ltd",32302,D,"Chitech Shenzhen Technology Co., Ltdfounded in the year 2009 and ISO-certified,whichis focusing on smart electronic devices' designing,R&D,manufacturing and marketing.Main products included tablet pc,laptops,digital photo frames and All-in-One,also includes other IOT products.",,,,,0013000001KaMCdAAN.jpg,,
0013000001KaMCeAAN,"Chois Technology Co., Ltd.",50523,X,"CHOISTECHNOLOGY CO., LTD. develops IoMT-based medical devices, including ThermoSafer, a non-invasive wireless core body temperature monitor for hospitals and home care. We enhance patient safety with continuous, accurate monitoring and smart healthcare innovation.",Yes,15;000;001-50;000;000,Seed,501;000-1;000;000,0013000001KaMCeAAN.jpg,,
0013000001KYVLnAAP,CMAI Association of India,32333,D,"CMAI is the only integrated professional registered Association in India for Mobiles, Telecom, ICT, Education, Cyber Security, Communications, Multimedia, Manufacturing Industries and Infrastructure Sector having more than 48,500 members. It is an apex premier body with more than 54 International and National MOU partners.",,,,,0013000001KYVLnAAP.jpg,,
001Pp00001UHF1AIAX,"CREATANT, Inc.",62801,M,"CREATANT is an intelligent visual workspace that acts as your Creative Intelligence, unifying your inspiration, creation, and clients. It auto-tags and organizes every digital asset and learns your project aesthetic and workflow, accelerating your creative process to bring ideas to life faster.    Video:  https://youtu.be/KDT42FTnEnU",Yes,2;000;001-15;000;000,Seed,<500;000,001Pp00001UHF1AIAX.jpg,,
001Pp00001XpoldIAB,Daivurjnt Inc.,61259,M,"DVJ builds tools to empower neurodivergent individuals navigate the world with confidence.    In 2025 we created SpectrumScan, a mobile and smartwatch app that uses built-in sensors to track light, sound, and stress signals in real time, alerting users before reaching sensory overload.",Yes,250;000-2;000;000,Pre-seed,<500;000,001Pp00001XpoldIAB.jpg,,
0014V000042Eya2QAC,DEEP Robotics,8319,A,"DEEP Robotics is a leader in embodied AI technology innovation and application, being the first in China to achieve fully autonomous inspection of substations with quadruped robots.     DEEP Robotics' self-developed robot series have been successfully deployed in various applications, including power station, factory, and tunnel inspections",,,,,0014V000042Eya2QAC.png,,
001Pp000013EfNsIAK,Deepmind Platform,8353,A,"Satoshi Holdings delivers quantum-secure drone platforms with autonomous flight and mission control for defense, industry, and public safety. Expanding globally with innovative, reliable, and secure technology, we also run consumer brands including CarePlus health supplements, KHUF functional underwear, and beauty education services.",No,,,,001Pp000013EfNsIAK.png,,
001Pp000002OElRIAW,Digital Integrators Corp.,Venetian Palazzo Hospitality Suites,U,"Technosource HK Ltd offers high quality IT products for distribution with its own brands Advance (PC products) and Teros (gaming products). We are one of the few operations certified ISO 9001:2015 by the British Standards Institution, and we also offer OEM services in Spanish for Latin America.",No,,,,001pp000002oelriaw.jpg,,
0014V00003lhADEQA2,"Dongguan Huawang Leather Technology Co., Ltd.",31847,D,"Dongguan HuaWang Leather  Technology Co., Ltd. was established in 2009,specializing in the production and development of various  middle and high grade PU leather, microfiber , water-based PU (water-based protein PU),solvent-free PU, silicone leather, bio-based PU leather,recycled PU leather and other new ECO-friendly packaging materials.",No,,,,0014V00003lhADEQA2.png,,
0013A00001VLR1hQAH,Dot Incorporation,62738,M,"Dot has been working continuously striving to develop affordable technology for visually impaired individuals.  We are developing technologies that make information easily accessible to everyone, regardless of disability, empowering individuals with visual and audiovisual impairments to connect with the world more seamlessly.",No,,,,0013A00001VLR1hQAH.png,,
001Pp00000mvnXYIAY,Dyslexic Screen,60601,M,"Lili for life intelligent lighting provides children and adults with dyslexia with unrivalled comfort when it comes to reading. The brightness emanating from the light can be individually adjusted, naturally reorganising the letters. At home, at school, at the office… Lili lamp and screen accompanie its users wherever they need it!",Yes,2;000;001-15;000;000,Series A,<500;000,001pp00000mvnxyiay.jpg,,
0014V00002JI3PsQAL,"EKLEER Co., Ltd.",50523,X,"EKLEER, a CES Innovation Award winner, develops smart displays that transform Android phones into full desktop workstations. Designed for emerging markets and mobile-first users, EKLEER enables affordable digital access to education, work, and healthcare.",Yes,<250;000,Seed,<500;000,0014V00002JI3PsQAL.png,,
0013A00001YWKaPQAX,Elephant Robotics,8363,A,"Elephant Robotics is a high-tech company specializing in the design and production of robotics, in terms of development, applications of operating systems and intelligent manufacturing services. With our mission, ""Enjoy Robots World,"" we're dedicated to making the convenience and benefits of robotics accessible to everyone in daily life.",No,,,,0013A00001YWKaPQAX.png,,
0014V000046PZG1QAO,"EmdoorVR Technology Co., Ltd.",14641,B,"EmdoorVR, established in 2015 in Shenzhen, is a subsidiary of Emdoor INFO (001314.SZ), a Shenzhen main board listed company of Emdoor Group. With artificial intelligence (AI) wearables, virtual reality (VR) and augmented reality (AR) business capabilities, the company has a wealth of customers and channel resources around the world.",,,,,0014V000046PZG1QAO.png,,
00130000008RsK1AAK,Epilog Laser,15237,B,"Epilog Laser is the leading designer and manufacturer of CO2 and fiber laser engraving, cutting, and marking systems. Used extensively in a variety of industries, Epilog systems and mark and cut wood, acrylic, textiles, glass, and much more. ",,,,,00130000008RsK1AAK.png,,
001Pp00000nCt0IIAS,EPSEED,60412,M,"Epseed revolutionizes remote work security with Seed, a smart USB device that creates isolated workspaces on any computer. It combines enterprise-grade security with powerful HR management tools, helping companies protect sensitive data while monitoring employee wellbeing and productivity in remote environments.",Yes,250;000-2;000;000,Pre-seed,<500;000,001Pp00000nCt0IIAS.png,,
001Pp00000o3FgrIAE,EVA MILL. INC.,62201,M,"The main technique of the EVA MILL is a wireless audio and video transmission system. With professional technology and experience, we assist customers in improving business efficiency, popularizing mobile learning education, and optimizing home life experiences",,,,,001pp00000o3fgriae.jpg,,
0013A00001W5W6BQAV,EZCast,53352,X,"EZCast is a leading brand in wireless display technology, enabling seamless peer-to-peer screen sharing for meetings, education, and film production. With strong connectivity, smart design, and stable performance, EZCast empowers people worldwide to collaborate and create effortlessly.",No,,,,0013A00001W5W6BQAV.jpg,,
001Pp00000FsuXfIAJ,Federal Laboratory Consortium,8900,A,"The Federal Laboratory Consortium (FLC) is a network of 300+ federal labs dedicated to accelerating technologies into the marketplace.     Visit our shared booth space with NASA, US Army DEVCOM, VA and Air Force Technology Transfer and Transition.",,,,,001Pp00000FsuXfIAJ.png,,
001Pp00001Vr9VrIAJ,Flowtica AI Pte. Ltd.,61032,M,"Flowtica AI, founded in 2024, integrates AI seamlessly into creative work and daily life. Our first product, Flowtica Scribe, an AI voice recorder, launched in late 2025. We don’t chase gimmicks; we make thinking and creativity more natural and efficient. Our team brings 0-to-1 experience from DJI, Google, and Microsoft Research Asia.",No,,,,001Pp00001Vr9VrIAJ.jpeg,,
0013000001KYV8VAAX,"Flyball Electronic (Shenzhen) Co., Ltd",22032,B,"Flyball Electronic (Shenzhen) Co., Ltd is a company founded in 2004, we have around 600 employees, We do OEM and ODM for brands worldwide over 70 countries, with operations in India, America, South America, Europe, the Middle East, and Asia Pacific regions. brands such as Philips, Motorola, Altec Lansing, Panasoinc, Trust, Creative etc.",,,,,0013000001KYV8VAAX.png,,
001Pp00001SKHx2IAH,Fun Technology Innovation Inc.,21833,B,"FunTech Innovation (FTI) designs innovative and AI-powered collaboration solutions that revolutionize remote communication and create the most true-to-life experience in a virtual environment. Powered by big data and consumer insight discovery, we infuse fun, artistic design and surprising technologies into our products.",No,,,,001Pp00001SKHx2IAH.jpg,,
001Pp00001R7IbFIAV,FunIT Inc.,50332,X,"FunIT Inc. develops XR, VR, AR, and AI-based systems that enhance spatial recognition, real-time interaction, and digital simulation. Our advanced solutions provide immersive, data-driven training experiences across defense, industrial, and educational fields, driving innovation in next-generation virtual environments.",No,,,,001Pp00001R7IbFIAV.png,,
001Pp00001RZJ3PIAX,FusionLex (iDiscover),60835,M,"FusionLex builds an adaptive cognitive OS (iDiscover) that turns language, emotion, and context into real-time business actions across APIs and enterprise platforms, enabling systems to understand, predict, and act naturally through voice and connected interfaces.",Yes,250;000-2;000;000,Seed,<500;000,001Pp00001RZJ3PIAX.png,,
001Pp00000nia8SIAQ,Futureduck Inc.,50332,X,"Team FutureDuck is a group of IT and education experts who produce Edtech products and educational content to cultivate original thinkers who don't rely on AI. With our question generating AI technology, we have launched Quewrite, an education platform that provides personalized writing guidance.",Yes,<250;000,Seed,<500;000,001pp00000nia8siaq.png,,
001Pp00000DR02uIAD,Georgia's Innovation and Technology Agency,50355,X,"Georgia’s Innovation and Technology Agency (GITA) is a state entity promoting innovation and startup ecosystem in the country, operating under the supervision of the Ministry of Economy and Sustainable Development of Georgia.",,,,,001Pp00000DR02uIAD.jpeg,,
001Pp00001W6blWIAR,"Guangdong Future Technology Co., Ltd.",20844,B,"For over a decade, Future Tech has been a global leader in AI 3D display. We pioneered AI 3D display and capture on smartphones/tablets, backed by 100+ patents and major industry awards. This core technology drives our pioneering platforms—from 3D live streaming and shopping to navigation and education.",No,,,,001Pp00001W6blWIAR.png,,
001Pp000011KzXkIAK,"Guangzhou Xibeisi Intelligent Technology Co., Ltd.",56545,X,"Seedpace is a brand that provides innovative AI-powered smart toys for children aged 3-8 worldwide.While reading to his 3-year-old, Seedpace founder heard, “If I were the hero, could I be brave too?” That question sparked Seedpace — an AI storytelling device helping kids become heroes of their own adventures.",No,,,,001Pp000011KzXkIAK.png,,
001Pp00001Tc0AmIAJ,H2CTLAB Inc.,62738,M,"H2CTLAB Inc. explores undiscovered possibilities by reading future digital content trends. H2CTLAB is an AI immersive content company that weaves technology and art to connect people and culture. By integrating AI into online and offline spaces, we lead the digital transformation of content, delivering fantastic immersion.",No,,,,001Pp00001Tc0AmIAJ.png,,
001Pp00001QygbCIAR,HAICT.Inc,50763,X,"HAICT delivers AI & STEAM learning solutions for K-12. Already in classroom use, our EZMaker kits and our EZON web platform power curriculum-aligned, project-based learning from science experiments to AI & deep-learning education. Students code, collect data, and solve real-world problems, building creativity & digital literacy.",No,,,,001Pp00001QygbCIAR.png,,
001Pp00001WZEmtIAH,"Hangzhou Moretion Technology co., ltd.",36428,D,"Founded in 2021, Hangzhou Moretion Technology Co., Ltd. is the world’s first tech innovator mastering inertial, optical, and magnetic motion capture technologies.Our products and technologies are widely applied in virtual reality, education and training, robotics, and digital entertainment, serving well-known universities and enterprises.",No,,,,001Pp00001WZEmtIAH.png,,
0013000001KYVJNAA5,"Hanwang Technology Co., Ltd.",9225,A,"Hanwang Technology Co., Ltd. was established in 1998 and possesses multiple core technologies with independent intellectual property rights in the fields of handwriting recognition, optical character recognition (OCR), facial recognition, handwriting input, and so on.",No,,,,0013000001KYVJNAA5.jpg,,
001Pp00001VyZmwIAF,Haylo Tech Limited,63200,M,Haylo is an AI-powered wearable headband designed to support focus and retention for neurotypical and neurodivergent learners who struggle with traditional screen-based tools. Students interact with voice-first AI with captured video as the context,Yes,250;000-2;000;000,Pre-seed,<500;000,001Pp00001VyZmwIAF.png,,
001Pp00001NRTxpIAH,Heart Saver Inc.,50363,X,,No,,,,001Pp00001NRTxpIAH.jpg,,
001Pp00000FuejnIAB,Hengbot Innovation Limited,62919,M,"Leveraging advanced control technology and motion modules, Hengbot is committed to excelling in the field of intelligent hardware applications. As innovators in the robot actuator industry, we aim to accelerate the process of robot universalization and intelligence, creating a new breed of robots that are more flexible and intelligent.",Yes,2;000;001-15;000;000,Series A,501;000-1;000;000,001Pp00000FuejnIAB.jpg,,
001Pp00001NRVjeIAH,HoloVu,60437,M,"HoloVu is AI-powered smart glasses and a cloud platform that recognizes what you see and overlays real-time insights. Users collaborate via in-view annotations for sports, education, shopping, healthcare, work, media, gaming, and security.",Yes,2;000;001-15;000;000,Seed,<500;000,001Pp00001NRVjeIAH.png,,
001Pp00001VZFN0IAP,Huma,63432,M,"Huma transform screen time into a passion for learning by reshaping education for children aged 4-12 through AI mentors, educational games and a vibrant character-driven universe.",Yes,250;000-2;000;000,Pre-seed,<500;000,001Pp00001VZFN0IAP.png,,
001Pp00000j8QxuIAE,I-CAR,6767,NN,"I-CAR is advancing collision repair education with a VR initiative, exploring hands-on experiences to prep technicians for vehicle technologies like EVs and automated safety features. As the industry’s leading technical resource, I-CAR promotes safe, quality repairs through innovative training programs that protect drivers and passengers.",,,,,001Pp00000j8QxuIAE.jpg,,
001Pp00000lWCO5IAO,iBoda,61445,M,"iBoda is an online platform offering personalized art education using students' art learning data. Its key products include an art aptitude test to analyze learning tendencies and an artwork critique by AI and experts. It combines online-offline learning and uses data to create a cyclical system, refining education to suit each student.",Yes,<250;000,Pre-seed,<500;000,001pp00000lwco5iao.png,,
0013000001KYVIVAA5,IEEE,14713,B,"IEEE is the world’s largest technical professional organization dedicated to advancing technology for the benefit of humanity. With our members, we inspire a global community through highly-cited publications, technology standards, conferences, and educational activities. IEEE and our 400,000 members are the force behind innovation.",,,,,0013000001KYVIVAA5.jpg,,
001Pp00001YcX7WIAV,Imago Technologies LLC,60645,M,"IMAGO Technologies is a global leader in smart collaboration solutions, empowering businesses and educational institutions to operate with more intelligent, future-ready technology. We deliver a complete, unified ecosystem for next-generation collaboration, integrating hardware, software, and cloud solutions into one seamless experience.",No,,,,001Pp00001YcX7WIAV.png,,
001Pp00001H5GhlIAF,INNOVÉ BEAUTY AND WELLNESS,54572,X,"Innové Beauty+Wellness pioneers engineered spray mist booth technology that delivers full-body skin care in minutes.  With brands WELLFIT®, Mystic®, Norvell®, and VersaSpa®, we fuse beauty, science, and technology to create high-performance, tech-driven skincare experiences designed for all skin types and tones.",No,,,,001Pp00001H5GhlIAF.jpg,1,Business Cards
001Pp0000141OfKIAU,Instafarm LLC,51617,X,"Instafarm brings the farm to your table with effortless, soil-grown microgreens. Our automated consumer and commercial models use intelligent sensors to deliver fresh, nutrient-dense food daily—helping families, food lovers, and businesses fuel health, beauty, and long-term wellness.",No,,,,001Pp0000141OfKIAU.jpg,,
001Pp00000f8YwAIAU,IntBot,9377,A,"We develop interactive humanoid robots for a wide range of applications, from retail, healthcare, to education, where seamless, safe, and engaging human-robot experiences are critical. Our solution features fluid motion control algorithms and multimodal interaction services to enhance user engagement and task efficiency.",No,,,,001Pp00000f8YwAIAU.png,,
0014V00003wZHYiQAO,"Interact Co., Ltd.",15050,B,"INTERACT implements high-quality 3D graphics in educational and training environments that are difficult to build realistically based on XR/VR and multi-access network technologies, develop and supply training systems in various fields like firefighting, military, police, civil security and etc.",,,,,0014V00003wZHYiQAO.png,,
0013A00001QjnKrQAJ,Intrepid Control Systems,3767,NN,"Providing innovative tools for engineers in autonomy, testing, and embedded engineering for 30 years! Our comprehensive technology portfolio includes SOME/IP, AUTOSAR, Automotive Ethernet, CAN/FD, LIN, UDS, A2B, wBMS, J1939, and more.    We can support you no matter where you are.     Intrepid Control Systems - Driven By Your Data",No,,,,0013A00001QjnKrQAJ.png,,
001Pp00001KV3XAIA1,"iPresence Co., Ltd",8677,A,"iPresence delivers “Teleportation as a Service,” enabling people to connect and collaborate beyond physical limits with telepresence robots, digital twins, and the metaverse. We develop original robots, AI agents, and a teleportation platform while reselling global solutions, creating a platform for diverse work and information sharing.",Yes,<250;000,Seed,> 1;000;000,001Pp00001KV3XAIA1.png,,
001Pp00001UiwIFIAZ,iRomaScents®,61701,M,"iRomaScents® is a fragrance solutions innovator redefining scent discovery with AI personalization and advanced delivery systems. Its proprietary platform delivers instant recommendations and automated sampling, capturing real-time consumer insights, elevates engagement and enables brands to optimize strategy with powerful analytics.",Yes,2;000;001-15;000;000,Series A,<500;000,001Pp00001UiwIFIAZ.png,,
00130000008RqB2AAK,Kaito Electronics Inc.,21640,B,"Kaito Electronics has been reinventing emergency radios since 1997. We are ambassadors to NOAA’s Weather Ready Nation and are committed to producing top quality radios that will last a lifetime. Our hand crank and solar powered radios with NOAA weather band, AM/FM/Shortwave are perfect for any emergencies and outdoor adventures.",No,,,,00130000008RqB2AAK.png,,
001Pp00001Z6ha8IAB,Konsttech Ltd,62201,M,"KONST is an AI infrastructure company specializing in AIDC design, high-performance GPU deployment, and hybrid AI cloud services. With expertise in liquid-cooling integration and its Glows.ai platform, We provides scalable, reliable compute solutions across Asia, Japan, and global markets.",Yes,15;000;001-50;000;000,Series A,> 1;000;000,001Pp00001Z6ha8IAB.png,,
001Pp00001UWVtfIAH,"KSEEK co., Ltd.",62738,M,"Our patented Agreement Rate Game is a live talk show format that millions enjoy. It's a new quiz genre that trains metacognition and social awareness. We supply mass-scale SDK to platforms (OTT, SNS) for 1M concurrent user lock-in. We offer a vital solution for education and public sectors, mitigating confirmation bias and polarization.",Yes,2;000;001-15;000;000,Series A,<500;000,001Pp00001UWVtfIAH.png,,
001Pp00001NRDRkIAP,"Leesol Co.,Ltd",50363,X,"Leesol leads innovation in Personal Digital Therapeutics. We use AI-Driven Precision Electrical Brain Stimulation to prevent and treat neurological disorders like sleep, depression, and dementia. Visit our booth to experience this optimized AI health solution and witness the technology shaping the future of healthcare.",Yes,2;000;001-15;000;000,Series A,> 1;000;000,001Pp00001NRDRkIAP.jpg,,
0013A00001TrAk9QAF,Leia Inc.,Wynn Encore Hospitality Suites,P,"Leia Inc. combines advanced optics and intelligent software to deliver Immersity on any device—today. LeiaSR transforms displays into 2D|3D switchable screens; Immersity AI converts 2D content into 3D. Together, they bridge the gap between today's displays and the future of fully immersive 3D experiences, advancing digital interaction.",,,,,0013A00001TrAk9QAF.jpg,,
0013000001KYVHhAAP,Lexibook America Inc.,56555,X,"Lexibook America Inc. specializes in educational and leisure electronics. It designs and markets a wide range of products, particularly educational toys for children. Lexibook America Inc. especially stands out for its use of many popular licenses such as Disney and Paw Patrol. Innovation is central to its strategy, with constant renewal.",No,,,,0013000001KYVHhAAP.png,,
0013000001KYVCbAAP,Lumi Legend Corp.,31123,D,"Located in the port city of Ningbo, LUMI provides mounting solution products for the office, home, and pro-audio-visual market. LUMI has over 20 years of OEM/ODM project experience to bring products to life. Our product development team continues to innovate coupled with quality components and advanced materials.",,,,,0013000001KYVCbAAP.png,,
001Pp00001Oa8nAIAR,MagitiQ,60433,M,"MagitiQ is a 0.5″ cube that clips onto any pair of glasses to turn them into AI eyewear. It invokes real-time insights exactly where you’re looking—on your computer, smart TV, or mobile screen. It works whether you’re watching live sports, streaming movies, or browsing the web.",Yes,2;000;001-15;000;000,Seed,<500;000,001Pp00001Oa8nAIAR.png,,
0014V00003waDGhQAM,Makera,54363,X,"Carvera-the world's most intelligent desktop CNC. With auto tool changing, PCB milling, 4th axis & closed-loop system, it delivers versatility, precision & accuracy, empowering students to craft intricate designs easily. With clean, quiet operation, Carvera is the ultimate choice for classrooms and labs. Shape your idea with Carvera.",,,,,0014V00003waDGhQAM.png,,
001Pp000002cvsEIAQ,"Mangdang Technology Co., Ltd",63200,M,"Founded in 2020, our company focuses on the research, development, and production of innovative robotic solutions designed to enhance quality of life.  We showcase our robotic products in collaboration with esteemed partners such as Ubuntu, ROS, OpenCV, AWS, and IEEE.",Yes,250;000-2;000;000,Seed,> 1;000;000,001pp000002cvseiaq.png,,
0014V00001gaqTbQAI,MetaVu,15241,B,"MetaVu develops industrial XR solutions such as remote collaboration, realistic training, and real-time work guide solutions through VR, AR, MR, and digital twin technologies.  These solutions can help you improve work efficiency, secure work environments, increase productivity, and save time and money.",,,,,0014V00001gaqTbQAI.png,,
0013A00001UbIrQQAV,MIKO,54672,X,"Miko is a US-based consumer electronics company creating AI-powered robots, focused on STEAM learning, SEL, and cognitive growth. Miko Mini, Miko Sparky (coming soon), and Miko 3 offer interactive learning with stories, music, and dance. While Miko Chess and Chess Grand are automated chess with self-moving chess pieces.",No,,,,0013A00001UbIrQQAV.png,,
001Pp00001VZMEbIAP,Miniskop Arg org Ltd Sti,63432,M,"Miniskop / Curiousbox is an edtech startup creating interactive STEM learning experiences for children. By integrating Iotifyedu’s IoT-based education platform, it combines physical exploration with digital innovation to make learning engaging, measurable, and fun.",Yes,250;000-2;000;000,Series A,> 1;000;000,001Pp00001VZMEbIAP.png,,
001Pp00001Wn8ntIAB,MintMind Limited,50732,X,"MintMind is an AI-driven education platform for kids, families, and schools. It features adaptive tools like Kiddo Chatbot for emotional support and aids in reading, writing, math, and wellbeing. With real-time analytics and gamified content, it personalizes learning while ensuring privacy and engagement.",No,,,,001Pp00001Wn8ntIAB.jpg,,
0013A00001YYBs2QAH,"MOPIC Co., Ltd.",15457,B,"MOPIC specializes in Glasses-free 3D display solutions.  We provide 3D displays and SDKs that enable users to experience immersive 3D content without wearing glasses. Our technology is applied in fields such as medical, mobile, education, automotive, gaming, and exhibitions, offering easy integration and customization for partners.",No,,,,0013A00001YYBs2QAH.png,,
001Pp00001TR5LmIAL,MOSS,62633,M,"MOSS is developing a ""Producer AI"", an intelligent audio assistant that automatically analyzes, mixes, and masters music with professional precision. By bridging human creativity and AI-driven production, MOSS empowers creators of all levels to produce studio-quality sound effortlessly and intuitively.",Yes,<250;000,Seed,<500;000,001Pp00001TR5LmIAL.png,,
001Pp000004S7FcIAK,move technology GmbH,51242,X,"We are an innovative solutions provider for green energy and smart AI applications. We support our clients from concept to market launch, focusing on sustainable mobility, AI-driven software, and modern energy systems. Together, we accelerate CO₂ reduction and contribute to the SDGs.",,,,,001Pp000004S7FcIAK.png,,
001Pp00000zD0FDIA0,"MTG Co., Ltd.",53962,X,"Experience the future of hair transformation with the ReFa AI Color Recipe for professional and enterprise use. This seamless blend of AI and machine learning ensures precise, customized hair color guidance for stunning, confidence-boosting results every time. Perfect for seasoned professionals and apprentices getting their start.",No,,,,001Pp00000zD0FDIA0.jpg,,
001Pp00001Vxt7nIAB,Multiply Studio & Technologies Limited,63200,M,"FirstResume is an AI career agent targeted to help GenZs land their first job by automating the job hunt process from search to apply, giving them a competitive edge while saving time and effort.",Yes,250;000-2;000;000,Pre-seed,<500;000,,,
0013000001KYVBZAA5,MYFIRST Tech Asia PTE. Ltd.,53739,X,"myFirst is the world's first KidsTech Social Ecosystem with more than 1 million happy kids! Real tech for kids with fun KidsTech devices, connected services and our kids' suitable social circle network, myFirst Circle, to socialise, share and go anywhere, all safely connected with their friends and family. Currently in 54 countries.",Yes,15;000;001-50;000;000,Series B,> 1;000;000,0013000001KYVBZAA5.jpg,,
001Pp00001PwgEXIAZ,NAVREF,8900,A,"ChatGPT said:    NAVREF strengthens the nation’s VA research enterprise by supporting a network of U.S. Department of VA-affiliated nonprofit research and education corporations (NPCs). We empower collaboration, streamline partnerships, and advance innovation to improve veterans’ health through ethical, efficient, and impactful research.",No,,,,001Pp00001PwgEXIAZ.png,,
001Pp00001PqqznIAB,NewHaptics,61045,M,"NewHaptics is transforming digital access for people who are blind with Codex, a first-of-its-kind multiline braille display. Debuting at CES 2026, Codex is the culmination of years of government-backed R&D and the hard work of a passionate team dedicated to making digital information truly accessible through touch.",Yes,250;000-2;000;000,Seed,> 1;000;000,001Pp00001PqqznIAB.jpg,,
001Pp0000186CgGIAU,NL. Durobo Holding B.V.,22014,B,"NL.Durobo B.V. was founded in the Netherlands, where e-ink technology began to develop and make its way into the market. Inspired by this rich legacy of innovation, we are dedicated to making smart and intuitive ePaper devices that seamlessly integrate into everyday life.",No,,,,001Pp0000186CgGIAU.png,,
